2022-01-11,1,1,
2022-01-11,1,2,
2022-01-13,1,3,
2022-01-18,2,4,
2022-01-18,2,5,
2022-01-20,2,6,
2022-01-25,3,7,
2022-01-25,3,8,
2022-01-27,3,9,
2022-02-01,4,10,
2022-02-01,4,11,
2022-02-03,4,12,
2022-02-08,5,13,
2022-02-08,5,14,
2022-02-10,5,15,
2022-02-15,6,16,
2022-02-15,6,17,
2022-02-17,6,18,
2022-02-22,7,19,
2022-02-22,7,20,
2022-02-24,7,21,
2022-03-01,8,22,
2022-03-01,8,23,
2022-03-03,8,24,
2022-03-08,9,25,
2022-03-08,9,26,
2022-03-10,9,27,
2022-03-22,10,28,
2022-03-22,10,29,
2022-03-24,10,30,
2022-03-29,11,31,
2022-03-29,11,32,
2022-03-31,11,33,
2022-04-05,12,34,
2022-04-05,12,35,
2022-04-07,12,36,
2022-04-12,13,37,
2022-04-12,13,38,
2022-04-14,13,39,
2022-04-19,14,40,
2022-04-19,14,41,
2022-04-21,14,42,
2022-04-26,15,43,
2022-04-26,15,44,
2022-04-28,15,45,
2022-10-10,17,99,
2022-01-13,1,,1
2022-01-20,2,,2
2022-01-27,3,,3
2022-02-03,4,,4
2022-02-10,5,,5
2022-02-17,6,,6
2022-02-24,7,,7
2022-03-03,8,,8
2022-03-10,9,,9
2022-03-24,10,,10
2022-03-31,11,,11
2022-04-07,12,,12
2022-04-14,13,,13
2022-04-21,14,,14
2022-04-28,15,,15
